OrderCode,ProductCode,TechSpecsFeatSysModel,Processor,Operating System,Memory,Hard Drive,Display,System_type
BTO006C519011USR,chromebook-11-5190-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Celeron™ N3450 Processor (Quad Core, up to 2.2GHz, 2M Cache, 6W)""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 2400MHz LPDDR4 Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive"",""Value"":""64GB eMMC Hard Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6\"" HD (1366 x 768) Anti-Glare Non-Touch, Camera & Microphone, WLAN Capable""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Non-Touch LCD Cover""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Intel® Dual Band Wireless AC 7265 (802.11ac) 2x2 + Bluetooth 4.0""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""3 Cell 42Whr Battery""}]}","Intel® Celeron™ N3450 Processor (Quad Core, up to 2.2GHz, 2M Cache, 6W)",,4GB 2400MHz LPDDR4 Non-ECC,64GB eMMC Hard Drive,"11.6"" HD (1366 x 768) Anti-Glare Non-Touch, Camera & Microphone, WLAN Capable",laptop
BTO006L318011USR,latitude-11-3180-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Pentium® Processor N4200 (6W, 2M cache, up to 2.5 GHz)""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1600MHz LPDDR3""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""Non Touch LCD HDF""},{""LearnMoreUrl"":"""",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Intel Dual Band Wireless-AC 7265 802.11AC Wi-Fi + BT 4.0 LE Wireless Card (2x2)""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""3-Cell, 42Whr Battery""}]}","Intel® Pentium® Processor N4200 (6W, 2M cache, up to 2.5 GHz)","Windows 10 Pro 64bit English, French, Spanish",8GB 1600MHz LPDDR3,M.2 128GB SATA Class 20 Solid State Drive,Non Touch LCD HDF,laptop
BTO006L338013USR,latitude-13-3380-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7200U Processor (3M Cache, 2.50 GHz), supports only Windows 10""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB (1x4GB) 2133MHz DDR4 Memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""500GB 2.5'' SATA 7200 RPM Hard Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""13.3'' HDF Display for Non-TOUCH""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Black Non-Touch WLAN LCD Cover""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Dell Wireless™ 1820 802.11AC Dual-Band Wi-Fi + BT 4.1 Wireless Card (2x2)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""4 Cell 56WHR Battery""}]}","Intel® Core™ i5-7200U Processor (3M Cache, 2.50 GHz), supports only Windows 10","Windows 10 Pro 64bit English, French, Spanish",4GB (1x4GB) 2133MHz DDR4 Memory,500GB 2.5'' SATA 7200 RPM Hard Drive,13.3'' HDF Display for Non-TOUCH,laptop
BTO007C338013USR,chromebook-13-3380-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Celeron C3855 Processor with 4GB Memory and 64GB SSD""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""13.3'' HDF Display for Non-Touch""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Non-Touch LCD Black Cover with WLAN antenna""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""Primary 4-Cell 56W/HR Battery""}]}",Intel Celeron C3855 Processor with 4GB Memory and 64GB SSD,,,,13.3'' HDF Display for Non-Touch,laptop
BTO007C5190112N1USR,chromebook-11-5190-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Celeron™ N3350 Processor (Dual Core, up to 2.4GHz, 2M Cache, 6W)""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 2400MHz LPDDR4""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive"",""Value"":""64GB eMMC Hard Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6\"" HD 1366 x 768 WVA 16:9 Touch with Corning® Gorilla® Glass NBT, Camera & Microphone""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Touch LCD Cover with World Facing Camera (EMR pen capable)""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Intel® Dual Band Wireless AC 7265 (802.11ac) 2x2 + Bluetooth 4.0""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""3 Cell 42Whr Battery""}]}","Intel® Celeron™ N3350 Processor (Dual Core, up to 2.4GHz, 2M Cache, 6W)",,4GB 2400MHz LPDDR4,64GB eMMC Hard Drive,"11.6"" HD 1366 x 768 WVA 16:9 Touch with Corning® Gorilla® Glass NBT, Camera & Microphone",laptop
BTO009C5190112N1USR,chromebook-11-5190-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Celeron™ N3450 Processor (Quad Core, up to 2.2GHz, 2MB Cache, 6W);""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 2400MHz LPDDR4""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive"",""Value"":""32GB eMMC Hard Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6\"" HD 1366 x 768 WVA 16:9 Touch with Corning® Gorilla® Glass NBT, Camera & Microphone""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Touch LCD Cover without World Facing Camera (not EMR pen capable)""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Intel® Dual Band Wireless AC 7265 (802.11ac) 2x2 + Bluetooth 4.0""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""3 Cell 42Whr Battery""}]}","Intel® Celeron™ N3450 Processor (Quad Core, up to 2.2GHz, 2MB Cache, 6W);",,4GB 2400MHz LPDDR4,32GB eMMC Hard Drive,"11.6"" HD 1366 x 768 WVA 16:9 Touch with Corning® Gorilla® Glass NBT, Camera & Microphone",laptop
BTS001C318011USR,chromebook-11-3180-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Celeron N3060; 2GB Memory;16GB eMMC""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6\"" HDF Non-Touch LCD""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Black Non-Touch LCD Cover""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""3-Cell Battery, 42 Whr (Integrated)""}]}",Celeron N3060; 2GB Memory;16GB eMMC,,,,"11.6"" HDF Non-Touch LCD",laptop
BTS001C318911USCAR,chromebook-11-3189-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""Intel Celeron N3060 Processor with 4GB Memory and 16GB SSD""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6” HD IPS 16:9 (1366 x 768) Touch with Corning® Gorilla® Glass NBT""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Black Touch LCD Cover""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""Primary 3-Cell 42W/HR Battery""}]}",,,Intel Celeron N3060 Processor with 4GB Memory and 16GB SSD,,11.6” HD IPS 16:9 (1366 x 768) Touch with Corning® Gorilla® Glass NBT,laptop
BTS001C338013USR,chromebook-13-3380-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Celeron C3855 Processor with 4GB Memory and 16GB SSD""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""13.3'' HDF Display for Non-Touch""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Non-Touch LCD Black Cover with WLAN antenna""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""Primary 4-Cell 56W/HR Battery""}]}",Intel Celeron C3855 Processor with 4GB Memory and 16GB SSD,,,,13.3'' HDF Display for Non-Touch,laptop
BTS002C318011USR,chromebook-11-3180-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Celeron N3060; 4GB Memory;16GB eMMC""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6\"" HDF Non-Touch LCD""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Black Non-Touch LCD Cover""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""3-Cell Battery, 42 Whr (Integrated)""}]}",Celeron N3060; 4GB Memory;16GB eMMC,,,,"11.6"" HDF Non-Touch LCD",laptop
BTS002C318911USCAR,chromebook-11-3189-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""Intel Celeron N3060 Processor with 4GB Memory and 32GB SSD""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6” HD IPS 16:9 (1366 x 768) Touch with Corning® Gorilla® Glass NBT""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Black Touch LCD Cover""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""Primary 3-Cell 42W/HR Battery""}]}",,,Intel Celeron N3060 Processor with 4GB Memory and 32GB SSD,,11.6” HD IPS 16:9 (1366 x 768) Touch with Corning® Gorilla® Glass NBT,laptop
BTS003C318011USR,chromebook-11-3180-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Celeron N3060; 4GB Memory;32GB eMMC""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6\"" HDF Non-Touch LCD""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Black Non-Touch LCD Cover""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""3-Cell Battery, 42 Whr (Integrated)""}]}",Celeron N3060; 4GB Memory;32GB eMMC,,,,"11.6"" HDF Non-Touch LCD",laptop
BTS003C338013USR,chromebook-13-3380-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Celeron C3855 Processor with 4GB Memory and 32GB SSD""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""13.3'' HDF Display for Non-Touch""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Non-Touch LCD Black Cover with WLAN antenna""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""Primary 4-Cell 56W/HR Battery""}]}",Intel Celeron C3855 Processor with 4GB Memory and 32GB SSD,,,,13.3'' HDF Display for Non-Touch,laptop
BTS004C318011USR,chromebook-11-3180-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Celeron N3060; 4GB Memory;16GB eMMC""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""11.6\"" HD Touch LCD""},{""LearnMoreUrl"":"""",""Label"":""Color"",""Value"":""Black Touch LCD Cover""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""1 Year Mail In Service""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""3-Cell Battery, 42 Whr (Integrated)""}]}",Celeron N3060; 4GB Memory;16GB eMMC,,,,"11.6"" HD Touch LCD",laptop
CTO02AO7440AIOUSR,optiplex-24-7000-aio,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-optiplex-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-6500 Processor (Quad Core, 6MB, 4T, 3.2GHz, 65W)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-optiplex-x90-memory"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:1-gb\"">*</a>"",""Value"":""4GB (1x4G) 2133MHz DDR4 Memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-optiplex-harddrive"",""Label"":""Hard Drive"",""Value"":""2.5 inch 500GB 7200rpm Hard Disk Drive""},{""LearnMoreUrl"":""http://www.dell.com/Learn/pr/en/prbsdt1/help-me-choose/hmc-graphics-optiplex"",""Label"":""Graphics Card"",""Value"":""Intel Integrated Graphics""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty<a class=\""technote microcontent\"" rel=\""technotes:warranty-and-onsite-service\"">*</a>"",""Value"":""3 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Keyboard"",""Value"":""Dell KB216 Wired Keyboard English Black""}]}","Intel® Core™ i5-6500 Processor (Quad Core, 6MB, 4T, 3.2GHz, 65W)","Windows 10 Pro 64bit English, French, Spanish",4GB (1x4G) 2133MHz DDR4 Memory,2.5 inch 500GB 7200rpm Hard Disk Drive,,desktop
CTO02L3390132N1USR,latitude-13-3390-2-in-1-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz,15W)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:1-gb\"">*</a>"",""Value"":""4GB,1x4GB, 2400MHz DDR4 Non-ECC""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""13.3\"" FHD WVA (1920 x 1080) Embedded Touch Anti-Glare, IR Camera & Microphone, WLAN Capable""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Microsoft Office"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty<a class=\""technote microcontent\"" rel=\""technotes:warranty-and-onsite-service\"">*</a>"",""Value"":""1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Qualcomm QCA61x4A 802.11ac Dual Band (2x2) Wireless Adapter+ Bluetooth 4.1""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""3 Cell 42Whr Battery""},{""LearnMoreUrl"":"""",""Label"":""Ports"",""Value"":""1 Headset/mic combo jack<br />1 SD 3.0 Memory card reader<br />1 USB 3.1 Gen 1 (Type A)<br />1 USB Type C (Power delivery & DisplayPort support)<br />1 USB 2.0<br />1 HDMI 1.4<br />1 Noble Wedge Lock slot""},{""LearnMoreUrl"":"""",""Label"":""Dimensions"",""Value"":""Height: 0.77” – 0.80” (19.5 mm – 20.4 mm) x Width: 12.76” (324mm) x Depth: 8.85” (224.8mm)<br />Weight: 3.47lb (1.57kg)""},{""LearnMoreUrl"":"""",""Label"":""Regulatory"",""Value"":""<a href=\""http://www.dell.com/learn/product-info-datasheets-safety-emc-environmental?s=bsd&amp;\"" target=\""_blank\"">Product Safety, EMC and Environmental Datasheets</a><br /><a href=\""http://www.dell.com/learn/regulatory-compliance?s=bsd\"" target=\""_blank\"">Dell Regulatory Compliance Home Page</a><br /><a href=\""http://www.dell.com/learn/dell-environment?s=corp\"" target=\""_blank\"">Dell and the Environment</a>""}]}","Intel® Core™ i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz,15W)","Windows 10 Pro 64bit English, French, Spanish","4GB,1x4GB, 2400MHz DDR4 Non-ECC",M.2 128GB SATA Class 20 Solid State Drive,"13.3"" FHD WVA (1920 x 1080) Embedded Touch Anti-Glare, IR Camera & Microphone, WLAN Capable",laptop
CTO02L358015USR,latitude-15-3580-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i3-6006U (Dual Core, 2.0GHz, 3M cache,15W) supports Win 7/8.1/10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 7 Professional English, French, Spanish 64bit (Includes Windows 10 Pro License)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:1-gb\"">*</a>"",""Value"":""4G 2133MHz DDR4 (1x4G)""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""2.5\"" 7mm 500GB 7200rpm HDD""},{""LearnMoreUrl"":"""",""Label"":""Graphics Card"",""Value"":""Intel® HD Graphics 520""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""15.6\"" (16:9) Anti-Glare, HD (1366 x 768) WLED, WLAN capable (inc. Integrated HD webcam), Non-touch""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Microsoft Office"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty<a class=\""technote microcontent\"" rel=\""technotes:warranty-and-onsite-service\"">*</a>"",""Value"":""1 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Qualcomm QCA61x4A 802.11ac Dual Band (2x2) Wireless Adapter+ Bluetooth 4.1""},{""LearnMoreUrl"":""http://www.dell.com/learn/us/en/04/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""42 Whr ExpressCharge Capable (Prismastic)""},{""LearnMoreUrl"":"""",""Label"":""Ports"",""Value"":""1 HDMI<br />1 VGA<br />1 USB 2.0<br />2 USB 3.1 Gen 1 (one with PowerShare)<br />1 RJ-45<br />1 USIM(external)-ties to WWAN hinge up<br />1 Multi-media card reader (SD 3.0)<br />Universal Jack (global headset jack + mic phone in + line in support)<br />Noble Wedge Lock slot""},{""LearnMoreUrl"":"""",""Label"":""Dimensions"",""Value"":""Height: 0.92” (23.3 mm) X  Width: 14.9” (379 mm) X Depth: 10.0” (255 mm)<br />Weight: 4.29 lbs (1.95 kg)""},{""LearnMoreUrl"":"""",""Label"":""Regulatory"",""Value"":""<a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:productsafety-spec\"" target=\""_blank\"">Product Safety, EMC and Environmental Datasheets</a><br /><a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:regulatory-spec\"" target=\""_blank\"">Dell Regulatory Compliance Home Page</a><br /><a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:environment-spec\"" target=\""_blank\"">Dell and the Environment</a>""}]}","Intel® Core™ i3-6006U (Dual Core, 2.0GHz, 3M cache,15W) supports Win 7/8.1/10/Linux","Windows 7 Professional English, French, Spanish 64bit (Includes Windows 10 Pro License)",4G 2133MHz DDR4 (1x4G),"2.5"" 7mm 500GB 7200rpm HDD","15.6"" (16:9) Anti-Glare, HD (1366 x 768) WLED, WLAN capable (inc. Integrated HD webcam), Non-touch",laptop
